Types of Transaction,Month,Year,Volume,Amount,Type of Transaction,,,,
Availment of Intraday Liquidity Facility,Jun,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Jul,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Aug,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Sep,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Oct,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Nov,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Dec,2018,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Jan,2019,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Feb,2019,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Mar,2019,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,Apr,2019,0.00,0.00,3rd Party,,,,
Availment of Intraday Liquidity Facility,May,2019,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jan,2016,38581.00,1693304562.38,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Feb,2016,42041.00,1856172818.05,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Mar,2016,45702.00,2010339920.12,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Apr,2016,46859.00,2163105865.18,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,May,2016,53190.00,2395472832.80,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jun,2016,51686.00,2309624936.38,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jul,2016,49577.00,2203579504.79,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Aug,2016,50733.00,2184672289.57,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Sep,2016,53126.00,2314614402.06,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Oct,2016,49191.00,2099245096.57,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Nov,2016,51686.00,2290493116.65,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Dec,2016,59619.00,2665368654.39,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jan,2017,48855.00,2190959790.50,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Feb,2017,49681.00,2241172451.76,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Mar,2017,59660.00,2755073016.84,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Apr,2017,47176.00,1981786926.86,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,May,2017,63855.00,2876797016.51,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jun,2017,57658.00,2639541750.66,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jul,2017,83053.00,3024699441.35,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Aug,2017,86675.00,3056631986.84,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Sep,2017,78372.00,2970632906.68,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Oct,2017,83829.00,3005669078.15,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Nov,2017,89757.00,3097752911.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Dec,2017,102666.00,3422982553.69,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jan,2018,95069.00,3170384659.61,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Feb,2018,88060.00,2927557553.09,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Mar,2018,85837.00,2939872786.09,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Apr,2018,109096.00,3514338180.92,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,May,2018,115398.00,3701715248.93,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jun,2018,108262.00,3480553744.42,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jul,2018,42.00,1396757.45,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Aug,2018,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Sep,2018,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Oct,2018,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Nov,2018,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Dec,2018,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Jan,2019,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Feb,2019,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Mar,2019,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,Apr,2019,0.00,0.00,3rd Party,,,,
OF Remittances via PhilPaSS REMIT,May,2019,0.00,0.00,3rd Party,,,,
BSP Pymts via Checkless Payment System,Jan,2016,312.00,297730430.41,BSP,,,,
BSP Pymts via Checkless Payment System,Feb,2016,533.00,353842683.45,BSP,,,,
BSP Pymts via Checkless Payment System,Mar,2016,439.00,522136238.96,BSP,,,,
BSP Pymts via Checkless Payment System,Apr,2016,462.00,346694217.79,BSP,,,,
BSP Pymts via Checkless Payment System,May,2016,439.00,272223497.37,BSP,,,,
BSP Pymts via Checkless Payment System,Jun,2016,446.00,291688292.55,BSP,,,,
BSP Pymts via Checkless Payment System,Jul,2016,449.00,286236119.42,BSP,,,,
BSP Pymts via Checkless Payment System,Aug,2016,538.00,286668661.40,BSP,,,,
BSP Pymts via Checkless Payment System,Sep,2016,468.00,462304332.76,BSP,,,,
BSP Pymts via Checkless Payment System,Oct,2016,525.00,437284782.68,BSP,,,,
BSP Pymts via Checkless Payment System,Nov,2016,437.00,271045132.98,BSP,,,,
BSP Pymts via Checkless Payment System,Dec,2016,502.00,561306174.50,BSP,,,,
BSP Pymts via Checkless Payment System,Jan,2017,316.00,212871978.54,BSP,,,,
BSP Pymts via Checkless Payment System,Feb,2017,503.00,569788739.19,BSP,,,,
BSP Pymts via Checkless Payment System,Mar,2017,558.00,583787183.20,BSP,,,,
BSP Pymts via Checkless Payment System,Apr,2017,342.00,358857479.22,BSP,,,,
BSP Pymts via Checkless Payment System,May,2017,466.00,499393521.59,BSP,,,,
BSP Pymts via Checkless Payment System,Jun,2017,481.00,448361370.91,BSP,,,,
BSP Pymts via Checkless Payment System,Jul,2017,498.00,315054454.78,BSP,,,,
BSP Pymts via Checkless Payment System,Aug,2017,434.00,374664312.39,BSP,,,,
BSP Pymts via Checkless Payment System,Sep,2017,454.00,306441620.19,BSP,,,,
BSP Pymts via Checkless Payment System,Oct,2017,447.00,411478561.78,BSP,,,,
BSP Pymts via Checkless Payment System,Nov,2017,414.00,389838965.32,BSP,,,,
BSP Pymts via Checkless Payment System,Dec,2017,470.00,465020709.69,BSP,,,,
BSP Pymts via Checkless Payment System,Jan,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Feb,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Mar,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Apr,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,May,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Jun,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Jul,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Aug,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Sep,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Oct,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Nov,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Dec,2018,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Jan,2019,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Feb,2019,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Mar,2019,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,Apr,2019,0.00,0.00,BSP,,,,
BSP Pymts via Checkless Payment System,May,2019,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Jan,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Feb,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Mar,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Apr,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,May,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Jun,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Jul,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Aug,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Sep,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Oct,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Nov,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Dec,2016,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Jan,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Feb,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Mar,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Apr,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,May,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Jun,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Jul,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Aug,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Sep,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Oct,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Nov,2017,0.00,0.00,BSP,,,,
BSP0FAD Pymts via Checkless Pymt System,Dec,2017,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Jan,2018,2.00,311956.87,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Feb,2018,1.00,528791.72,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Mar,2018,3.00,170207.40,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Apr,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,May,2018,2.00,26333.38,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Jun,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Jul,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Aug,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Sep,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Oct,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Nov,2018,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Dec,2018,1.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Jan,2019,3.00,0.49,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Feb,2019,2.00,0.06,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Mar,2019,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,Apr,2019,0.00,0.00,BSP,,,,
BSP0SPC Pymts via Checkless Pymt System,May,2019,0.00,0.00,BSP,,,,
,,,,,,,,,
BSP0Regional Pymts via Checkless Pymt System,Jan,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Feb,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Mar,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Apr,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,May,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jun,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jul,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Aug,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Sep,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Oct,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Nov,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Dec,2016,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jan,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Feb,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Mar,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Apr,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,May,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jun,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jul,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Aug,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Sep,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Oct,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Nov,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Dec,2017,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jan,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Feb,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Mar,2018,1.00,16450.40,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Apr,2018,1.00,97934.71,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,May,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jun,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jul,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Aug,2018,1.00,42497.03,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Sep,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Oct,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Nov,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Dec,2018,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Jan,2019,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Feb,2019,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Mar,2019,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,Apr,2019,0.00,0.00,BSP,,,,
BSP0Regional Pymts via Checkless Pymt System,May,2019,0.00,0.00,BSP,,,,
,,,,,,,,,
FX Loan Application/Registration Fees,Jan,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Feb,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Mar,2016,1.00,47100.00,3rd Party,,,,
FX Loan Application/Registration Fees,Apr,2016,1.00,18440.00,3rd Party,,,,
FX Loan Application/Registration Fees,May,2016,2.00,63700.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jun,2016,10.00,519420.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jul,2016,1.00,28380.00,3rd Party,,,,
FX Loan Application/Registration Fees,Aug,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Sep,2016,8.00,741617.22,3rd Party,,,,
FX Loan Application/Registration Fees,Oct,2016,1.00,19280.00,3rd Party,,,,
FX Loan Application/Registration Fees,Nov,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Dec,2016,1.00,560000.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jan,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Feb,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Mar,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Apr,2017,3.00,3822394.78,3rd Party,,,,
FX Loan Application/Registration Fees,May,2017,1.00,35820.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jun,2017,1.00,39880.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jul,2017,1.00,149000.01,3rd Party,,,,
FX Loan Application/Registration Fees,Aug,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Sep,2017,4.00,325428.73,3rd Party,,,,
FX Loan Application/Registration Fees,Oct,2017,2.00,40940.00,3rd Party,,,,
FX Loan Application/Registration Fees,Nov,2017,2.00,497716.99,3rd Party,,,,
FX Loan Application/Registration Fees,Dec,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jan,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Feb,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Mar,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Apr,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,May,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jun,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jul,2017,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Aug,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Sep,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Oct,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Nov,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Dec,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Jan,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Feb,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Mar,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,Apr,2016,0.00,0.00,3rd Party,,,,
FX Loan Application/Registration Fees,May,2016,0.00,0.00,3rd Party,,,,
,,,,,,,,,
Banks' (Regional) Withdawals,Jan,2016,678.00,21187011500.00,BSP,,,,
Banks' (Regional) Withdawals,Feb,2016,1043.00,34713228600.00,BSP,,,,
Banks' (Regional) Withdawals,Mar,2016,1569.00,57935270350.00,BSP,,,,
Banks' (Regional) Withdawals,Apr,2016,1743.00,53854491150.00,BSP,,,,
Banks' (Regional) Withdawals,May,2016,1218.00,47295154350.00,BSP,,,,
Banks' (Regional) Withdawals,Jun,2016,858.00,30570609750.00,BSP,,,,
Banks' (Regional) Withdawals,Jul,2016,998.00,34639508300.00,BSP,,,,
Banks' (Regional) Withdawals,Aug,2016,1112.00,38585305975.00,BSP,,,,
Banks' (Regional) Withdawals,Sep,2016,1269.00,48429795800.00,BSP,,,,
Banks' (Regional) Withdawals,Oct,2016,1155.00,44622468353.00,BSP,,,,
Banks' (Regional) Withdawals,Nov,2016,1348.00,56136264560.00,BSP,,,,
Banks' (Regional) Withdawals,Dec,2016,2114.00,87287206105.00,BSP,,,,
Banks' (Regional) Withdawals,Jan,2017,663.00,24749758155.00,BSP,,,,
Banks' (Regional) Withdawals,Feb,2017,925.00,33840374060.00,BSP,,,,
Banks' (Regional) Withdawals,Mar,2017,1410.00,59596851980.00,BSP,,,,
Banks' (Regional) Withdawals,Apr,2017,1072.00,45709468460.00,BSP,,,,
Banks' (Regional) Withdawals,May,2017,1273.00,53413168677.50,BSP,,,,
Banks' (Regional) Withdawals,Jun,2017,1153.00,43949470485.00,BSP,,,,
Banks' (Regional) Withdawals,Jul,2017,1062.00,43692539010.00,BSP,,,,
Banks' (Regional) Withdawals,Aug,2017,1233.00,51722343300.00,BSP,,,,
Banks' (Regional) Withdawals,Sep,2017,1134.00,49559655205.00,BSP,,,,
Banks' (Regional) Withdawals,Oct,2017,1225.00,54639453530.00,BSP,,,,
Banks' (Regional) Withdawals,Nov,2017,1407.00,68444086775.00,BSP,,,,
Banks' (Regional) Withdawals,Dec,2017,2007.00,98244129350.00,BSP,,,,
Banks' (Regional) Withdawals,Jan,2018,825.00,34251153655.00,BSP,,,,
Banks' (Regional) Withdawals,Feb,2018,1048.00,45802559565.00,BSP,,,,
Banks' (Regional) Withdawals,Mar,2018,1526.00,71412334025.00,BSP,,,,
Banks' (Regional) Withdawals,Apr,2018,1477.00,59611594915.00,BSP,,,,
Banks' (Regional) Withdawals,May,2018,1693.00,70123870330.00,BSP,,,,
Banks' (Regional) Withdawals,Jun,2018,1132.00,48324746050.00,BSP,,,,
Banks' (Regional) Withdawals,Jul,2018,1234.00,54035382875.00,BSP,,,,
Banks' (Regional) Withdawals,Aug,2018,1405.00,58918790320.00,BSP,,,,
Banks' (Regional) Withdawals,Sep,2018,1320.00,56226678700.00,BSP,,,,
Banks' (Regional) Withdawals,Oct,2018,1709.00,80000000000.00,BSP,,,,
Banks' (Regional) Withdawals,Nov,2018,1544.00,80000000000.00,BSP,,,,
Banks' (Regional) Withdawals,Dec,2018,2173.00,110000000000.00,BSP,,,,
Banks' (Regional) Withdawals,Jan,2019,921.00,36757797000.00,BSP,,,,
Banks' (Regional) Withdawals,Feb,2019,1158.00,52333524000.00,BSP,,,,
Banks' (Regional) Withdawals,Mar,2019,1563.00,69194433000.00,BSP,,,,
Banks' (Regional) Withdawals,Apr,2019,1783.00,79045744000.00,BSP,,,,
Banks' (Regional) Withdawals,May,2019,1540.00,71829803000.00,BSP,,,,
,,,,,,,,,
 Regional Checkless ,Jan,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Feb,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Mar,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Apr,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,May,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Jun,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Jul,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Aug,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Sep,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Oct,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Nov,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Dec,2016,0.00,0.00,BSP,,,,
 Regional Checkless ,Jan,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Feb,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Mar,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Apr,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,May,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Jun,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Jul,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Aug,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Sep,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Oct,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Nov,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Dec,2017,0.00,0.00,BSP,,,,
 Regional Checkless ,Jan,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Feb,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Mar,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Apr,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,May,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Jun,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Jul,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Aug,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Sep,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Oct,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Nov,2018,0.00,0.00,BSP,,,,
 Regional Checkless ,Dec,2018,3.00,0.00,BSP,,,,
 Regional Checkless ,Jan,2019,1.00,0.00,BSP,,,,
 Regional Checkless ,Feb,2019,1.00,16000.00,BSP,,,,
 Regional Checkless ,Mar,2019,0.00,0.00,BSP,,,,
 Regional Checkless ,Apr,2019,0.00,0.00,BSP,,,,
 Regional Checkless ,May,2019,2.00,60000.00,BSP,,,,
,,,,,,,,,
RRP/RP Placements/Maturities,Jan,2016,164.00,777863165249.99,BSP,,,,
RRP/RP Placements/Maturities,Feb,2016,252.00,1119899113166.57,BSP,,,,
RRP/RP Placements/Maturities,Mar,2016,510.00,2942278707166.65,BSP,,,,
RRP/RP Placements/Maturities,Apr,2016,716.00,4054345275999.94,BSP,,,,
RRP/RP Placements/Maturities,May,2016,597.00,4854576822166.54,BSP,,,,
RRP/RP Placements/Maturities,Jun,2016,3161.00,13560377408886.50,BSP,,,,
RRP/RP Placements/Maturities,Jul,2016,3259.00,12520685877081.30,BSP,,,,
RRP/RP Placements/Maturities,Aug,2016,3665.00,14060968526466.20,BSP,,,,
RRP/RP Placements/Maturities,Sep,2016,3335.00,13469845360181.10,BSP,,,,
RRP/RP Placements/Maturities,Oct,2016,3327.00,13000933910246.20,BSP,,,,
RRP/RP Placements/Maturities,Nov,2016,3400.00,13165232945318.50,BSP,,,,
RRP/RP Placements/Maturities,Dec,2016,3690.00,13706472509334.10,BSP,,,,
RRP/RP Placements/Maturities,Jan,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Feb,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Mar,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Apr,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,May,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Jun,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Jul,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Aug,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Sep,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Oct,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Nov,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Dec,2017,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Jan,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Feb,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Mar,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Apr,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,May,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Jun,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Jul,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Aug,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Sep,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Oct,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Nov,2018,0.00,0.00,BSP,,,,
RRP/RP Placements/Maturities,Dec,2018,0.00,0.00,BSP,,,,
